sku,name,description,short_description,attr_desc_features,attr_desc_supplement
"sdi_133686","300-5 Corpus - Wood Carved","<body><p>300/5 Corpus - Wood Carved Statue - From Demetz Art Studio in Italy Hand Carved in Linden Wood, full round figure, shown in traditional colors. Available in multiple sizes and in fiberglass. </p><p><strong>Available Standard Sizes:</strong></p><ul><li><strong>Wood - </strong></li><li><strong>Fiberglass - <br><br><em>Please <a target=""_blank"" href=""static/static_aboutus.asp"">Contact</a> Us For Pricing and More Information .</em></strong></li></ul><p><strong>Custom Works:</strong><br></p><ul><li>Many pieces can be customized with different colors, sizes and artwork.<a target=""_blank"" href=""static/demetz.asp"">To learn more about Demetz and the wood carving process click here</a>.</li><li>All Demetz artwork can be sculpted in wood, bronze, marble or made into a mosaic. </li><li>ChurchSupplyWarehouse specializes in custom projects, if you can dream it we can make it.<a target=""_blank"" href=""http://www.churchsupplywarehouse.com/catalog_subcategory.asp_Q_categoryId_E_88""><em>(click here to view recent custom projects)</em></a></li><li>If the statue is listed as available in fiberglass some finishes are suitable for outdoor use.<a target=""_blank"" href=""images/static/fiberglass.jpg""><em>(click here to view available finishes)</em></a><br></li></ul><p><em><a target=""_blank"" href=""pdf/woodcarvings.pdf"">Click here to download our print catalog of Italian wood carved statues by Demetz in .pdf format</a>.(Requires<a target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html"">Acrobat reader</a> ,a free download) </em></p><p><a title=""Get Acrobat Reader"" target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html""><img height=""31"" src=""images/DescriptionImages/getacro.gif"" width=""88"" border=""0""></a></p><p><em>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date. These statues are hand carved and painted in Italy and usually ship in 3 to 4 months. Please contact us for more information.</em><br></p></body>","Corpus - Wood Carved - Click Image for Details!","","Copyright Demetz Art Studio"
"sdi_133690","256 Corpus - Wood Carved","<body><p>256 Corpus - Wood Carved Statue - From Demetz Art Studio in Italy Hand Carved in Linden Wood, full round figure, shown in traditional colors. Available in multiple sizes and in fiberglass. </p><p><strong>Available Standard Sizes:</strong></p><ul><li><strong>Wood - </strong></li><li><strong>Fiberglass - <br><br><em>Please <a target=""_blank"" href=""static/static_aboutus.asp"">Contact</a> Us For Pricing and More Information</em></strong></li></ul><p><strong>Custom Works:</strong><br></p><ul><li>Many pieces can be customized with different colors, sizes and artwork.<a target=""_blank"" href=""static/demetz.asp"">To learn more about Demetz and the wood carving process click here</a>.</li><li>All Demetz artwork can be sculpted in wood, bronze, marble or made into a mosaic. </li><li>ChurchSupplyWarehouse specializes in custom projects, if you can dream it we can make it.<a target=""_blank"" href=""http://www.churchsupplywarehouse.com/catalog_subcategory.asp_Q_categoryId_E_88""><em>(click here to view recent custom projects)</em></a></li><li>If the statue is listed as available in fiberglass some finishes are suitable for outdoor use.<a target=""_blank"" href=""images/static/fiberglass.jpg""><em>(click here to view available finishes)</em></a><br></li></ul><p><em><a target=""_blank"" href=""pdf/woodcarvings.pdf"">Click here to download our print catalog of Italian wood carved statues by Demetz in .pdf format</a>.(Requires<a target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html"">Acrobat reader</a> ,a free download) </em></p><p><a title=""Get Acrobat Reader"" target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html""><img height=""31"" src=""images/DescriptionImages/getacro.gif"" width=""88"" border=""0""></a></p><p><em>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date. These statues are hand carved and painted in Italy and usually ship in 3 to 4 months. Please contact us for more information.</em><br></p></body>","N/A","","Copyright Demetz Art Studio"
"600/663","600/663 Institutional Crucifix","Elegant wood cross with simulated white marble corpus. 28"" height.","Crucifix - Click Image for Details","",""
"600/662","600/662 Institutional Crucifix","Elegant wood cross with simulated white marble corpus. 22"" height.","Crucifix - Click Image for Details","",""
"sdi_133700","297 Corpus - Agonizing","<body><p>297 Corpus - Agonizing Chirst - Wood Carved Statue - From Demetz Art Studio in Italy Hand Carved in Linden Wood, full round figure, shown in traditional colors. Available in multiple sizes. </p><p><strong>Available Standard Sizes:</strong></p><ul><li><strong>Wood - 2', 3', 5'</li><br><em>Please <a target=""_blank"" href=""static/static_aboutus.asp"">Contact</a> Us For Pricing and More Information (Prices Range From $7,920 to $19,580) .</em></strong></li></ul><p><strong>Custom Works:</strong><br></p><ul><li>Many pieces can be customized with different colors, sizes and artwork.<a target=""_blank"" href=""static/demetz.asp"">To learn more about Demetz and the wood carving process click here</a>.</li><li>All Demetz artwork can be sculpted in wood, bronze, marble or made into a mosaic. </li><li>ChurchSupplyWarehouse specializes in custom projects, if you can dream it we can make it.<a target=""_blank"" href=""http://www.churchsupplywarehouse.com/catalog_subcategory.asp_Q_categoryId_E_88""><em>(click here to view recent custom projects)</em></a></li><li>If the statue is listed as available in fiberglass some finishes are suitable for outdoor use.<a target=""_blank"" href=""images/static/fiberglass.jpg""><em>(click here to view available finishes)</em></a><br></li></ul><p><em><a target=""_blank"" href=""pdf/woodcarvings.pdf"">Click here to download our print catalog of Italian wood carved statues by Demetz in .pdf format</a>.(Requires<a target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html"">Acrobat reader</a> ,a free download) </em></p><p><a title=""Get Acrobat Reader"" target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html""><img height=""31"" src=""images/DescriptionImages/getacro.gif"" width=""88"" border=""0""></a></p><p><em>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date. These statues are hand carved and painted in Italy and usually ship in 3 to 4 months. Please contact us for more information.</em><br></p></body>","Agonizing Christ Corpus - Wood Carved - Click Image for Details!","","Copyright Demetz Art Studio"
"sdi_133743","300-2 Corpus - Wood Carved","<body><p>300-2 Corpus - Wood Carved Statue - From Demetz Art Studio in Italy Hand Carved in Linden Wood, full round figure, shown in traditional colors. Available in multiple sizes and in fiberglass. </p><p><strong>Available Standard Sizes:</strong></p><ul><li><strong>Wood - </strong></li><li><strong>Fiberglass - <br><br><em>Please <a target=""_blank"" href=""static/static_aboutus.asp"">Contact</a> Us For Pricing and More Information  .</em></strong></li></ul><p><strong>Custom Works:</strong><br></p><ul><li>Many pieces can be customized with different colors, sizes and artwork.<a target=""_blank"" href=""static/demetz.asp"">To learn more about Demetz and the wood carving process click here</a>.</li><li>All Demetz artwork can be sculpted in wood, bronze, marble or made into a mosaic. </li><li>ChurchSupplyWarehouse specializes in custom projects, if you can dream it we can make it.<a target=""_blank"" href=""http://www.churchsupplywarehouse.com/catalog_subcategory.asp_Q_categoryId_E_88""><em>(click here to view recent custom projects)</em></a></li><li>If the statue is listed as available in fiberglass some finishes are suitable for outdoor use.<a target=""_blank"" href=""images/static/fiberglass.jpg""><em>(click here to view available finishes)</em></a><br></li></ul><p><em><a target=""_blank"" href=""pdf/woodcarvings.pdf"">Click here to download our print catalog of Italian wood carved statues by Demetz in .pdf format</a>.(Requires<a target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html"">Acrobat reader</a> ,a free download) </em></p><p><a title=""Get Acrobat Reader"" target=""_blank"" href=""http://www.adobe.com/products/acrobat/readstep2.html""><img height=""31"" src=""images/DescriptionImages/getacro.gif"" width=""88"" border=""0""></a></p><p><em>Due to the size and delicate nature of these pieces most will not be shipped UPS, They will come via freight and the freight charges will be billed at a later date. These statues are hand carved and painted in Italy and usually ship in 3 to 4 months. Please contact us for more information.</em><br></p></body>","Corpus - Wood Carved - Click Image for Details!","","Copyright Demetz Art Studio"
"17/150","17/150 Institutional Crucifix","Thick wood cross with resin, simulated hand carved corpus. 45"" height.","Wood Cross - Click Image for Details","",""
"17/900","17/900 Institutional Crucifix","Thick wood cross with resin, simulated hand carved corpus. 36"" height.","Wood Cross - Click Image for Details","",""
"707000-10-natwood","707000 Ambiente Design Crucifix","Ambiente Contemporary Design Crucifix - Hand Carved in Italy. <P>Available in sizes 10"", 13"", 16"", 24"". Custom sizes are available upon request. Standard finish (as shown) is colored. Other finishes available upon request. (Natural Wood, Stained, 3x Stained, Gold Leafed, Antiqued, etc).<P>Please allow 4-6 weeks for delivery. Please call for additional information.","Ambiente Design Crucifix - Hand Carved in Italy - Click Image For Details","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years. The sculptor carves his works according to his own sketches, drafts and ideas. Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"". For larger sizes freight will be billed at a later date. Please Call for More Information!"
"707000-10-waxgolddeco","707000 Ambiente Design Crucifix","Ambiente Contemporary Design Crucifix - Hand Carved in Italy. <P>Available in sizes 10"", 13"", 16"", 24"". Custom sizes are available upon request. Standard finish (as shown) is colored. Other finishes available upon request. (Natural Wood, Stained, 3x Stained, Gold Leafed, Antiqued, etc).<P>Please allow 4-6 weeks for delivery. Please call for additional information.","Ambiente Design Crucifix - Hand Carved in Italy - Click Image For Details","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years. The sculptor carves his works according to his own sketches, drafts and ideas. Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"". For larger sizes freight will be billed at a later date. Please Call for More Information!"
"707000-10-watercolor","707000 Ambiente Design Crucifix","Ambiente Contemporary Design Crucifix - Hand Carved in Italy. <P>Available in sizes 10"", 13"", 16"", 24"". Custom sizes are available upon request. Standard finish (as shown) is colored. Other finishes available upon request. (Natural Wood, Stained, 3x Stained, Gold Leafed, Antiqued, etc).<P>Please allow 4-6 weeks for delivery. Please call for additional information.","Ambiente Design Crucifix - Hand Carved in Italy - Click Image For Details","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years. The sculptor carves his works according to his own sketches, drafts and ideas. Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"". For larger sizes freight will be billed at a later date. Please Call for More Information!"
"707000-12-natwood","707000 Ambiente Design Crucifix","Ambiente Contemporary Design Crucifix - Hand Carved in Italy. <P>Available in sizes 10"", 13"", 16"", 24"". Custom sizes are available upon request. Standard finish (as shown) is colored. Other finishes available upon request. (Natural Wood, Stained, 3x Stained, Gold Leafed, Antiqued, etc).<P>Please allow 4-6 weeks for delivery. Please call for additional information.","Ambiente Design Crucifix - Hand Carved in Italy - Click Image For Details","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years. The sculptor carves his works according to his own sketches, drafts and ideas. Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"". For larger sizes freight will be billed at a later date. Please Call for More Information!"
